sent_id	sent_tag	sent_text	root	advmod_pres	acomp_pres	xcomp_pres
41	O	A man who likes to abuse and harass women is limited by physical proximity time restraints and legal considerations in the real world	limited	0	0	1
42	O	There are only so many waitresses whose butts you can pinch in a day especially without being thrown out of restaurants or even having the police called	are	1	0	0
43	F	You can holler at women on the sidewalk but they can move along	holler	0	0	0
44	F	Online however a man who enjoys harassing women can attack dozens in a very short period of time	Online	1	0	1
45	F	He can recruit his friends to make the attacks more intense and has a lot more avenues for attack going through email Facebook Twitter and blog comments	recruit	1	0	1
46	F	It s harder for women to just walk away from your cat calling online they have to actively block the harasser	s	1	1	1
47	O	Which in turn is also exciting for the harasser who can use the blocking as evidence that he successfully got under his victim s skin	is	1	1	0
48	O	Following women without getting the cops called on you is much easier online than in public	is	1	1	0
49	O	If a particular woman catches a harasser s attention in public odds are low he will be able to figure things like her name and how to find her	be	1	1	1
50	F	But online you not only have all sorts of details about the object of your obsession s life but you have multiple venues to get to her	have	1	0	0
51	O	While these specifics can and should be addressed through technological and legal means we also need to understand that none of this online harassment is happening in a vacuum	can	1	0	1
52	O	It s all just a new way of expressing a very old indeed an ancient sentiment that a woman s place is to be silent submissive and servile to men and that any women who disagree are to be put down with violence	s	1	1	1
53	F	The long term solution to the problem is to fight for women s equality and keep fighting until the idea that a woman is anything but equal to a man is a relic of the past	is	0	0	1
